cpf,nome,sexo,situacao_cpf,data_nascimento,nacionalidade,nome_mae,nome_pai,documento_tipo,documento_numero,documento_orgao_expedidor,documento_uf_expedidor,endereco_bairro,endereco_cep,endereco_complemento,endereco_logradouro,endereco_municipio,endereco_numero,endereco_uf,cnh_numero_registro,cnh_categoria,cnh_data_primeira_habilitacao,cnh_data_validade,biometria_face
28769150494,Bertha Booker,M,Cancelada por Óbito sem Espólio,1997-03-28,1,Garner Beard,Hull Solis,1,6694845,FGTS,MA,CENTRO,51235-402,,Travessa Serrano,Nova Iguaçu,6816,AC,99604551921,B,1994-05-13,2021-11-01,/9j/4TyoRXhpZgAASUkqAAgAAAAOACWIBAABAAAALhcAABABAgAGAAAAtgAAAA4BAgAFAAAAvAAAABIBAwABAAAACAAAADIBAgAUAAAAwQAAAAABBAABAAAAAAoAABMCAwABAAAAAQAAACgBAwABAAAAAgAAAAEBBAABAAAAgAcAABsBBQABAAAA1QAAADEBAgAIAAAA3QAAAGmHBAABAAAA8gAAABoBBQABAAAA5QAAAA8BAgAFAAAA7QAAAHsXAABaMDBBRABKcGVnADIwMTc6MDY6MjggMTY6NDE6MDEASAAAAAEAAABBbmRyb2lkAEgAAAABAAAAQVNVUwAjAAGgAwABAAAAAQAAAASQAgAUAAAAnAIAAJ2CBQABAAAAsAIAAAqSBQABAAAAuAIAAAKSBQABAAAAwAIAAAiSAwABAAAAAAAAAAKkAwABAAAAAAAAAJKSAgAEAAAAMzA0AAOgBAABAAAAgAcAAAWSBQABAAAAyAIAAAakAwABAAAAAAAAAJGSAgAEAAAAMzA0AASkBQABAAAA0AIAAAmkAwABAAAAAAAAACKIAwABAAAAAgAAAAqkAwABAAAAAAAAAAOk
29944253863,Kerry Perez,M,REGULAR,1962-02-18,1,Lidia Barton,Katina Russell,1,6694845,MMA,PB,CENTRO,34324-454,,Travessa Serrano,Nova Iguaçu,2341,SP,91040798312,C,2003-10-16,2019-10-02,/9j/4TyoRXhpZgAASUkqAAgAAAAOACWIBAABAAAALhcAABABAgAGAAAAtgAAAA4BAgAFAAAAvAAAABIBAwABAAAACAAAADIBAgAUAAAAwQAAAAABBAABAAAAAAoAABMCAwABAAAAAQAAACgBAwABAAAAAgAAAAEBBAABAAAAgAcAABsBBQABAAAA1QAAADEBAgAIAAAA3QAAAGmHBAABAAAA8gAAABoBBQABAAAA5QAAAA8BAgAFAAAA7QAAAHsXAABaMDBBRABKcGVnADIwMTc6MDY6MjggMTY6NDE6MDEASAAAAAEAAABBbmRyb2lkAEgAAAABAAAAQVNVUwAjAAGgAwABAAAAAQAAAASQAgAUAAAAnAIAAJ2CBQABAAAAsAIAAAqSBQABAAAAuAIAAAKSBQABAAAAwAIAAAiSAwABAAAAAAAAAAKkAwABAAAAAAAAAJKSAgAEAAAAMzA0AAOgBAABAAAAgAcAAAWSBQABAAAAyAIAAAakAwABAAAAAAAAAJGSAgAEAAAAMzA0AASkBQABAAAA0AIAAAmkAwABAAAAAAAAACKIAwABAAAAAgAAAAqkAwABAAAAAAAAAAOk
30379870819,Olsen Harris,M,REGULAR,1962-05-24,1,Burnett Herman,Patrick Lucas,1,6694845,SJS,RN,CENTRO,52412-964,,Travessa Serrano,Nova Iguaçu,9632,RS,96467191792,C,1994-10-02,2020-05-30,/9j/4TyoRXhpZgAASUkqAAgAAAAOACWIBAABAAAALhcAABABAgAGAAAAtgAAAA4BAgAFAAAAvAAAABIBAwABAAAACAAAADIBAgAUAAAAwQAAAAABBAABAAAAAAoAABMCAwABAAAAAQAAACgBAwABAAAAAgAAAAEBBAABAAAAgAcAABsBBQABAAAA1QAAADEBAgAIAAAA3QAAAGmHBAABAAAA8gAAABoBBQABAAAA5QAAAA8BAgAFAAAA7QAAAHsXAABaMDBBRABKcGVnADIwMTc6MDY6MjggMTY6NDE6MDEASAAAAAEAAABBbmRyb2lkAEgAAAABAAAAQVNVUwAjAAGgAwABAAAAAQAAAASQAgAUAAAAnAIAAJ2CBQABAAAAsAIAAAqSBQABAAAAuAIAAAKSBQABAAAAwAIAAAiSAwABAAAAAAAAAAKkAwABAAAAAAAAAJKSAgAEAAAAMzA0AAOgBAABAAAAgAcAAAWSBQABAAAAyAIAAAakAwABAAAAAAAAAJGSAgAEAAAAMzA0AASkBQABAAAA0AIAAAmkAwABAAAAAAAAACKIAwABAAAAAgAAAAqkAwABAAAAAAAAAAOk
30892490144,Lynn Grimes,M,REGULAR,1995-06-02,1,Hendrix Greer,Bradshaw Willis,1,6694845,MTE,BA,CENTRO,23194-428,,Travessa Serrano,Nova Iguaçu,3925,MA,94444492827,B,2011-03-18,2020-09-05,/9j/4TyoRXhpZgAASUkqAAgAAAAOACWIBAABAAAALhcAABABAgAGAAAAtgAAAA4BAgAFAAAAvAAAABIBAwABAAAACAAAADIBAgAUAAAAwQAAAAABBAABAAAAAAoAABMCAwABAAAAAQAAACgBAwABAAAAAgAAAAEBBAABAAAAgAcAABsBBQABAAAA1QAAADEBAgAIAAAA3QAAAGmHBAABAAAA8gAAABoBBQABAAAA5QAAAA8BAgAFAAAA7QAAAHsXAABaMDBBRABKcGVnADIwMTc6MDY6MjggMTY6NDE6MDEASAAAAAEAAABBbmRyb2lkAEgAAAABAAAAQVNVUwAjAAGgAwABAAAAAQAAAASQAgAUAAAAnAIAAJ2CBQABAAAAsAIAAAqSBQABAAAAuAIAAAKSBQABAAAAwAIAAAiSAwABAAAAAAAAAAKkAwABAAAAAAAAAJKSAgAEAAAAMzA0AAOgBAABAAAAgAcAAAWSBQABAAAAyAIAAAakAwABAAAAAAAAAJGSAgAEAAAAMzA0AASkBQABAAAA0AIAAAmkAwABAAAAAAAAACKIAwABAAAAAgAAAAqkAwABAAAAAAAAAAOk
32274813833,Flowers Stewart,M,REGULAR,1981-09-09,1,Ruiz Farrell,Cheryl Powell,1,6694845,FGTS,GO,CENTRO,22990-333,,Travessa Serrano,Nova Iguaçu,7294,RO,98265754956,B,1994-05-13,2021-12-11,/9j/4TyoRXhpZgAASUkqAAgAAAAOACWIBAABAAAALhcAABABAgAGAAAAtgAAAA4BAgAFAAAAvAAAABIBAwABAAAACAAAADIBAgAUAAAAwQAAAAABBAABAAAAAAoAABMCAwABAAAAAQAAACgBAwABAAAAAgAAAAEBBAABAAAAgAcAABsBBQABAAAA1QAAADEBAgAIAAAA3QAAAGmHBAABAAAA8gAAABoBBQABAAAA5QAAAA8BAgAFAAAA7QAAAHsXAABaMDBBRABKcGVnADIwMTc6MDY6MjggMTY6NDE6MDEASAAAAAEAAABBbmRyb2lkAEgAAAABAAAAQVNVUwAjAAGgAwABAAAAAQAAAASQAgAUAAAAnAIAAJ2CBQABAAAAsAIAAAqSBQABAAAAuAIAAAKSBQABAAAAwAIAAAiSAwABAAAAAAAAAAKkAwABAAAAAAAAAJKSAgAEAAAAMzA0AAOgBAABAAAAgAcAAAWSBQABAAAAyAIAAAakAwABAAAAAAAAAJGSAgAEAAAAMzA0AASkBQABAAAA0AIAAAmkAwABAAAAAAAAACKIAwABAAAAAgAAAAqkAwABAAAAAAAAAAOk
32945426900,Richards Mckenzie,M,REGULAR,1990-09-05,1,Josie Pace,Mckenzie Horton,1,6694845,SJTS,TO,CENTRO,60413-993,,Travessa Serrano,Nova Iguaçu,4862,MT,99756914433,C,2007-12-26,2018-03-21,/9j/4TyoRXhpZgAASUkqAAgAAAAOACWIBAABAAAALhcAABABAgAGAAAAtgAAAA4BAgAFAAAAvAAAABIBAwABAAAACAAAADIBAgAUAAAAwQAAAAABBAABAAAAAAoAABMCAwABAAAAAQAAACgBAwABAAAAAgAAAAEBBAABAAAAgAcAABsBBQABAAAA1QAAADEBAgAIAAAA3QAAAGmHBAABAAAA8gAAABoBBQABAAAA5QAAAA8BAgAFAAAA7QAAAHsXAABaMDBBRABKcGVnADIwMTc6MDY6MjggMTY6NDE6MDEASAAAAAEAAABBbmRyb2lkAEgAAAABAAAAQVNVUwAjAAGgAwABAAAAAQAAAASQAgAUAAAAnAIAAJ2CBQABAAAAsAIAAAqSBQABAAAAuAIAAAKSBQABAAAAwAIAAAiSAwABAAAAAAAAAAKkAwABAAAAAAAAAJKSAgAEAAAAMzA0AAOgBAABAAAAgAcAAAWSBQABAAAAyAIAAAakAwABAAAAAAAAAJGSAgAEAAAAMzA0AASkBQABAAAA0AIAAAmkAwABAAAAAAAAACKIAwABAAAAAgAAAAqkAwABAAAAAAAAAAOk
36655350000,Huffman Nolan,M,REGULAR,1985-06-29,1,Augusta Morgan,York Castro,1,6694845,CTPS,SC,CENTRO,30046-927,,Travessa Serrano,Nova Iguaçu,2940,SP,95377545470,C,2000-12-05,2018-02-28,/9j/4TyoRXhpZgAASUkqAAgAAAAOACWIBAABAAAALhcAABABAgAGAAAAtgAAAA4BAgAFAAAAvAAAABIBAwABAAAACAAAADIBAgAUAAAAwQAAAAABBAABAAAAAAoAABMCAwABAAAAAQAAACgBAwABAAAAAgAAAAEBBAABAAAAgAcAABsBBQABAAAA1QAAADEBAgAIAAAA3QAAAGmHBAABAAAA8gAAABoBBQABAAAA5QAAAA8BAgAFAAAA7QAAAHsXAABaMDBBRABKcGVnADIwMTc6MDY6MjggMTY6NDE6MDEASAAAAAEAAABBbmRyb2lkAEgAAAABAAAAQVNVUwAjAAGgAwABAAAAAQAAAASQAgAUAAAAnAIAAJ2CBQABAAAAsAIAAAqSBQABAAAAuAIAAAKSBQABAAAAwAIAAAiSAwABAAAAAAAAAAKkAwABAAAAAAAAAJKSAgAEAAAAMzA0AAOgBAABAAAAgAcAAAWSBQABAAAAyAIAAAakAwABAAAAAAAAAJGSAgAEAAAAMzA0AASkBQABAAAA0AIAAAmkAwABAAAAAAAAACKIAwABAAAAAgAAAAqkAwABAAAAAAAAAAOk
40442820135,João da Silva,M,REGULAR,1993-06-01,1,Marcelo da Silva,Joana da Silva,1,6694845,CTPS,PI,CENTRO,20492-488,,Travessa Serrano,Nova Iguaçu,3421,BA,95171400621,A,2003-07-13,2019-02-20,/9j/4TyoRXhpZgAASUkqAAgAAAAOACWIBAABAAAALhcAABABAgAGAAAAtgAAAA4BAgAFAAAAvAAAABIBAwABAAAACAAAADIBAgAUAAAAwQAAAAABBAABAAAAAAoAABMCAwABAAAAAQAAACgBAwABAAAAAgAAAAEBBAABAAAAgAcAABsBBQABAAAA1QAAADEBAgAIAAAA3QAAAGmHBAABAAAA8gAAABoBBQABAAAA5QAAAA8BAgAFAAAA7QAAAHsXAABaMDBBRABKcGVnADIwMTc6MDY6MjggMTY6NDE6MDEASAAAAAEAAABBbmRyb2lkAEgAAAABAAAAQVNVUwAjAAGgAwABAAAAAQAAAASQAgAUAAAAnAIAAJ2CBQABAAAAsAIAAAqSBQABAAAAuAIAAAKSBQABAAAAwAIAAAiSAwABAAAAAAAAAAKkAwABAAAAAAAAAJKSAgAEAAAAMzA0AAOgBAABAAAAgAcAAAWSBQABAAAAyAIAAAakAwABAAAAAAAAAJGSAgAEAAAAMzA0AASkBQABAAAA0AIAAAmkAwABAAAAAAAAACKIAwABAAAAAgAAAAqkAwABAAAAAAAAAAOk
40483142115,Carey Little,M,REGULAR,1977-05-09,1,Graves Carpenter,Buck Wallace,1,6694845,CTPS,SP,CENTRO,65249-520,,Travessa Serrano,Nova Iguaçu,1780,MA,99167484313,C,2002-11-07,2019-12-05,/9j/4TyoRXhpZgAASUkqAAgAAAAOACWIBAABAAAALhcAABABAgAGAAAAtgAAAA4BAgAFAAAAvAAAABIBAwABAAAACAAAADIBAgAUAAAAwQAAAAABBAABAAAAAAoAABMCAwABAAAAAQAAACgBAwABAAAAAgAAAAEBBAABAAAAgAcAABsBBQABAAAA1QAAADEBAgAIAAAA3QAAAGmHBAABAAAA8gAAABoBBQABAAAA5QAAAA8BAgAFAAAA7QAAAHsXAABaMDBBRABKcGVnADIwMTc6MDY6MjggMTY6NDE6MDEASAAAAAEAAABBbmRyb2lkAEgAAAABAAAAQVNVUwAjAAGgAwABAAAAAQAAAASQAgAUAAAAnAIAAJ2CBQABAAAAsAIAAAqSBQABAAAAuAIAAAKSBQABAAAAwAIAAAiSAwABAAAAAAAAAAKkAwABAAAAAAAAAJKSAgAEAAAAMzA0AAOgBAABAAAAgAcAAAWSBQABAAAAyAIAAAakAwABAAAAAAAAAJGSAgAEAAAAMzA0AASkBQABAAAA0AIAAAmkAwABAAAAAAAAACKIAwABAAAAAgAAAAqkAwABAAAAAAAAAAOk
40488780187,Sweeney Fuller,M,PENDENTE DE REGULARIZACAO,1997-10-02,1,Lynda Sparks,Chavez Rojas,1,6694845,ZZZ,PB,CENTRO,42393-474,,Travessa Serrano,Nova Iguaçu,9230,SE,91958141806,A,1985-06-03,2020-07-22,/9j/4TyoRXhpZgAASUkqAAgAAAAOACWIBAABAAAALhcAABABAgAGAAAAtgAAAA4BAgAFAAAAvAAAABIBAwABAAAACAAAADIBAgAUAAAAwQAAAAABBAABAAAAAAoAABMCAwABAAAAAQAAACgBAwABAAAAAgAAAAEBBAABAAAAgAcAABsBBQABAAAA1QAAADEBAgAIAAAA3QAAAGmHBAABAAAA8gAAABoBBQABAAAA5QAAAA8BAgAFAAAA7QAAAHsXAABaMDBBRABKcGVnADIwMTc6MDY6MjggMTY6NDE6MDEASAAAAAEAAABBbmRyb2lkAEgAAAABAAAAQVNVUwAjAAGgAwABAAAAAQAAAASQAgAUAAAAnAIAAJ2CBQABAAAAsAIAAAqSBQABAAAAuAIAAAKSBQABAAAAwAIAAAiSAwABAAAAAAAAAAKkAwABAAAAAAAAAJKSAgAEAAAAMzA0AAOgBAABAAAAgAcAAAWSBQABAAAAyAIAAAakAwABAAAAAAAAAJGSAgAEAAAAMzA0AASkBQABAAAA0AIAAAmkAwABAAAAAAAAACKIAwABAAAAAgAAAAqkAwABAAAAAAAAAAOk
40532176871,Mara Petty,M,Suspensa,1967-02-25,1,Julia Vasquez,Nguyen Pearson,1,6694845,POM,BA,CENTRO,23160-970,,Travessa Serrano,Nova Iguaçu,9302,AC,94083585750,B,1994-01-10,2019-05-29,/9j/4TyoRXhpZgAASUkqAAgAAAAOACWIBAABAAAALhcAABABAgAGAAAAtgAAAA4BAgAFAAAAvAAAABIBAwABAAAACAAAADIBAgAUAAAAwQAAAAABBAABAAAAAAoAABMCAwABAAAAAQAAACgBAwABAAAAAgAAAAEBBAABAAAAgAcAABsBBQABAAAA1QAAADEBAgAIAAAA3QAAAGmHBAABAAAA8gAAABoBBQABAAAA5QAAAA8BAgAFAAAA7QAAAHsXAABaMDBBRABKcGVnADIwMTc6MDY6MjggMTY6NDE6MDEASAAAAAEAAABBbmRyb2lkAEgAAAABAAAAQVNVUwAjAAGgAwABAAAAAQAAAASQAgAUAAAAnAIAAJ2CBQABAAAAsAIAAAqSBQABAAAAuAIAAAKSBQABAAAAwAIAAAiSAwABAAAAAAAAAAKkAwABAAAAAAAAAJKSAgAEAAAAMzA0AAOgBAABAAAAgAcAAAWSBQABAAAAyAIAAAakAwABAAAAAAAAAJGSAgAEAAAAMzA0AASkBQABAAAA0AIAAAmkAwABAAAAAAAAACKIAwABAAAAAgAAAAqkAwABAAAAAAAAAAOk
43067934865,Lancaster Riley,M,Suspensa,1994-07-08,1,Lauren Mcintyre,Sarah Finch,1,6694845,MEX,AP,CENTRO,36778-916,,Travessa Serrano,Nova Iguaçu,9562,GO,93041619476,B,2014-03-20,2021-12-26,/9j/4TyoRXhpZgAASUkqAAgAAAAOACWIBAABAAAALhcAABABAgAGAAAAtgAAAA4BAgAFAAAAvAAAABIBAwABAAAACAAAADIBAgAUAAAAwQAAAAABBAABAAAAAAoAABMCAwABAAAAAQAAACgBAwABAAAAAgAAAAEBBAABAAAAgAcAABsBBQABAAAA1QAAADEBAgAIAAAA3QAAAGmHBAABAAAA8gAAABoBBQABAAAA5QAAAA8BAgAFAAAA7QAAAHsXAABaMDBBRABKcGVnADIwMTc6MDY6MjggMTY6NDE6MDEASAAAAAEAAABBbmRyb2lkAEgAAAABAAAAQVNVUwAjAAGgAwABAAAAAQAAAASQAgAUAAAAnAIAAJ2CBQABAAAAsAIAAAqSBQABAAAAuAIAAAKSBQABAAAAwAIAAAiSAwABAAAAAAAAAAKkAwABAAAAAAAAAJKSAgAEAAAAMzA0AAOgBAABAAAAgAcAAAWSBQABAAAAyAIAAAakAwABAAAAAAAAAJGSAgAEAAAAMzA0AASkBQABAAAA0AIAAAmkAwABAAAAAAAAACKIAwABAAAAAgAAAAqkAwABAAAAAAAAAAOk
47123586964,Earline Black,M,Suspensa,1977-10-28,1,Eaton Rhodes,Peters Moody,1,6694845,MEX,AP,CENTRO,14253-410,,Travessa Serrano,Nova Iguaçu,4976,PA,99045665027,A,2008-04-12,2019-08-22,/9j/4TyoRXhpZgAASUkqAAgAAAAOACWIBAABAAAALhcAABABAgAGAAAAtgAAAA4BAgAFAAAAvAAAABIBAwABAAAACAAAADIBAgAUAAAAwQAAAAABBAABAAAAAAoAABMCAwABAAAAAQAAACgBAwABAAAAAgAAAAEBBAABAAAAgAcAABsBBQABAAAA1QAAADEBAgAIAAAA3QAAAGmHBAABAAAA8gAAABoBBQABAAAA5QAAAA8BAgAFAAAA7QAAAHsXAABaMDBBRABKcGVnADIwMTc6MDY6MjggMTY6NDE6MDEASAAAAAEAAABBbmRyb2lkAEgAAAABAAAAQVNVUwAjAAGgAwABAAAAAQAAAASQAgAUAAAAnAIAAJ2CBQABAAAAsAIAAAqSBQABAAAAuAIAAAKSBQABAAAAwAIAAAiSAwABAAAAAAAAAAKkAwABAAAAAAAAAJKSAgAEAAAAMzA0AAOgBAABAAAAgAcAAAWSBQABAAAAyAIAAAakAwABAAAAAAAAAJGSAgAEAAAAMzA0AASkBQABAAAA0AIAAAmkAwABAAAAAAAAACKIAwABAAAAAgAAAAqkAwABAAAAAAAAAAOk
47856021985,Laurel Avery,M,Cancelada por Encerramento de Espólio,1998-06-11,1,Roberson Mcintosh,Nicole Mitchell,1,6694845,CTPS,SE,CENTRO,96698-740,,Travessa Serrano,Nova Iguaçu,9477,RR,98790870628,B,2003-04-05,2018-07-24,/9j/4TyoRXhpZgAASUkqAAgAAAAOACWIBAABAAAALhcAABABAgAGAAAAtgAAAA4BAgAFAAAAvAAAABIBAwABAAAACAAAADIBAgAUAAAAwQAAAAABBAABAAAAAAoAABMCAwABAAAAAQAAACgBAwABAAAAAgAAAAEBBAABAAAAgAcAABsBBQABAAAA1QAAADEBAgAIAAAA3QAAAGmHBAABAAAA8gAAABoBBQABAAAA5QAAAA8BAgAFAAAA7QAAAHsXAABaMDBBRABKcGVnADIwMTc6MDY6MjggMTY6NDE6MDEASAAAAAEAAABBbmRyb2lkAEgAAAABAAAAQVNVUwAjAAGgAwABAAAAAQAAAASQAgAUAAAAnAIAAJ2CBQABAAAAsAIAAAqSBQABAAAAuAIAAAKSBQABAAAAwAIAAAiSAwABAAAAAAAAAAKkAwABAAAAAAAAAJKSAgAEAAAAMzA0AAOgBAABAAAAgAcAAAWSBQABAAAAyAIAAAakAwABAAAAAAAAAJGSAgAEAAAAMzA0AASkBQABAAAA0AIAAAmkAwABAAAAAAAAACKIAwABAAAAAgAAAAqkAwABAAAAAAAAAAOk
47893062592,Singleton Vang,M,Cancelada por Multiplicidade,1971-05-02,1,Jill Reyes,Hudson Whitaker,1,6694845,MAE,MT,CENTRO,40853-126,,Travessa Serrano,Nova Iguaçu,4499,AP,92062738682,B,2011-02-01,2020-07-04,/9j/4TyoRXhpZgAASUkqAAgAAAAOACWIBAABAAAALhcAABABAgAGAAAAtgAAAA4BAgAFAAAAvAAAABIBAwABAAAACAAAADIBAgAUAAAAwQAAAAABBAABAAAAAAoAABMCAwABAAAAAQAAACgBAwABAAAAAgAAAAEBBAABAAAAgAcAABsBBQABAAAA1QAAADEBAgAIAAAA3QAAAGmHBAABAAAA8gAAABoBBQABAAAA5QAAAA8BAgAFAAAA7QAAAHsXAABaMDBBRABKcGVnADIwMTc6MDY6MjggMTY6NDE6MDEASAAAAAEAAABBbmRyb2lkAEgAAAABAAAAQVNVUwAjAAGgAwABAAAAAQAAAASQAgAUAAAAnAIAAJ2CBQABAAAAsAIAAAqSBQABAAAAuAIAAAKSBQABAAAAwAIAAAiSAwABAAAAAAAAAAKkAwABAAAAAAAAAJKSAgAEAAAAMzA0AAOgBAABAAAAgAcAAAWSBQABAAAAyAIAAAakAwABAAAAAAAAAJGSAgAEAAAAMzA0AASkBQABAAAA0AIAAAmkAwABAAAAAAAAACKIAwABAAAAAgAAAAqkAwABAAAAAAAAAAOk
49852036700,Solis Rollins,M,Cancelada por Óbito sem Espólio,1963-12-26,1,Brooks Huffman,Isabel Mcclain,1,6694845,IPF,AL,CENTRO,93862-916,,Travessa Serrano,Nova Iguaçu,5000,RR,91719451574,B,1995-12-30,2018-12-03,/9j/4TyoRXhpZgAASUkqAAgAAAAOACWIBAABAAAALhcAABABAgAGAAAAtgAAAA4BAgAFAAAAvAAAABIBAwABAAAACAAAADIBAgAUAAAAwQAAAAABBAABAAAAAAoAABMCAwABAAAAAQAAACgBAwABAAAAAgAAAAEBBAABAAAAgAcAABsBBQABAAAA1QAAADEBAgAIAAAA3QAAAGmHBAABAAAA8gAAABoBBQABAAAA5QAAAA8BAgAFAAAA7QAAAHsXAABaMDBBRABKcGVnADIwMTc6MDY6MjggMTY6NDE6MDEASAAAAAEAAABBbmRyb2lkAEgAAAABAAAAQVNVUwAjAAGgAwABAAAAAQAAAASQAgAUAAAAnAIAAJ2CBQABAAAAsAIAAAqSBQABAAAAuAIAAAKSBQABAAAAwAIAAAiSAwABAAAAAAAAAAKkAwABAAAAAAAAAJKSAgAEAAAAMzA0AAOgBAABAAAAgAcAAAWSBQABAAAAyAIAAAakAwABAAAAAAAAAJGSAgAEAAAAMzA0AASkBQABAAAA0AIAAAmkAwABAAAAAAAAACKIAwABAAAAAgAAAAqkAwABAAAAAAAAAAOk
52389071686,Selma Hebert,M,Cancelada de Oficio,1964-06-29,1,Macias Navarro,Nichols Vaughn,1,6694845,POM,AL,CENTRO,93477-575,,Travessa Serrano,Nova Iguaçu,2527,PA,96131928903,C,1983-06-12,2020-05-25,/9j/4TyoRXhpZgAASUkqAAgAAAAOACWIBAABAAAALhcAABABAgAGAAAAtgAAAA4BAgAFAAAAvAAAABIBAwABAAAACAAAADIBAgAUAAAAwQAAAAABBAABAAAAAAoAABMCAwABAAAAAQAAACgBAwABAAAAAgAAAAEBBAABAAAAgAcAABsBBQABAAAA1QAAADEBAgAIAAAA3QAAAGmHBAABAAAA8gAAABoBBQABAAAA5QAAAA8BAgAFAAAA7QAAAHsXAABaMDBBRABKcGVnADIwMTc6MDY6MjggMTY6NDE6MDEASAAAAAEAAABBbmRyb2lkAEgAAAABAAAAQVNVUwAjAAGgAwABAAAAAQAAAASQAgAUAAAAnAIAAJ2CBQABAAAAsAIAAAqSBQABAAAAuAIAAAKSBQABAAAAwAIAAAiSAwABAAAAAAAAAAKkAwABAAAAAAAAAJKSAgAEAAAAMzA0AAOgBAABAAAAgAcAAAWSBQABAAAAyAIAAAakAwABAAAAAAAAAJGSAgAEAAAAMzA0AASkBQABAAAA0AIAAAmkAwABAAAAAAAAACKIAwABAAAAAgAAAAqkAwABAAAAAAAAAAOk
58136053391,Janna Lott,M,REGULAR,1966-11-12,1,Christensen Norris,Ivy Gilbert,1,6694845,SJTS,SP,CENTRO,83756-184,,Travessa Serrano,Nova Iguaçu,8510,BA,96134986031,C,1988-10-04,2020-09-23,/9j/4TyoRXhpZgAASUkqAAgAAAAOACWIBAABAAAALhcAABABAgAGAAAAtgAAAA4BAgAFAAAAvAAAABIBAwABAAAACAAAADIBAgAUAAAAwQAAAAABBAABAAAAAAoAABMCAwABAAAAAQAAACgBAwABAAAAAgAAAAEBBAABAAAAgAcAABsBBQABAAAA1QAAADEBAgAIAAAA3QAAAGmHBAABAAAA8gAAABoBBQABAAAA5QAAAA8BAgAFAAAA7QAAAHsXAABaMDBBRABKcGVnADIwMTc6MDY6MjggMTY6NDE6MDEASAAAAAEAAABBbmRyb2lkAEgAAAABAAAAQVNVUwAjAAGgAwABAAAAAQAAAASQAgAUAAAAnAIAAJ2CBQABAAAAsAIAAAqSBQABAAAAuAIAAAKSBQABAAAAwAIAAAiSAwABAAAAAAAAAAKkAwABAAAAAAAAAJKSAgAEAAAAMzA0AAOgBAABAAAAgAcAAAWSBQABAAAAyAIAAAakAwABAAAAAAAAAJGSAgAEAAAAMzA0AASkBQABAAAA0AIAAAmkAwABAAAAAAAAACKIAwABAAAAAgAAAAqkAwABAAAAAAAAAAOk
58229345104,Roslyn Martinez,M,REGULAR,1991-08-29,1,Tracy Mueller,Karina Mendoza,1,6694845,FGTS,TO,CENTRO,91154-407,,Travessa Serrano,Nova Iguaçu,9107,RO,98289224957,A,2012-01-03,2021-03-31,/9j/4TyoRXhpZgAASUkqAAgAAAAOACWIBAABAAAALhcAABABAgAGAAAAtgAAAA4BAgAFAAAAvAAAABIBAwABAAAACAAAADIBAgAUAAAAwQAAAAABBAABAAAAAAoAABMCAwABAAAAAQAAACgBAwABAAAAAgAAAAEBBAABAAAAgAcAABsBBQABAAAA1QAAADEBAgAIAAAA3QAAAGmHBAABAAAA8gAAABoBBQABAAAA5QAAAA8BAgAFAAAA7QAAAHsXAABaMDBBRABKcGVnADIwMTc6MDY6MjggMTY6NDE6MDEASAAAAAEAAABBbmRyb2lkAEgAAAABAAAAQVNVUwAjAAGgAwABAAAAAQAAAASQAgAUAAAAnAIAAJ2CBQABAAAAsAIAAAqSBQABAAAAuAIAAAKSBQABAAAAwAIAAAiSAwABAAAAAAAAAAKkAwABAAAAAAAAAJKSAgAEAAAAMzA0AAOgBAABAAAAgAcAAAWSBQABAAAAyAIAAAakAwABAAAAAAAAAJGSAgAEAAAAMzA0AASkBQABAAAA0AIAAAmkAwABAAAAAAAAACKIAwABAAAAAgAAAAqkAwABAAAAAAAAAAOk
58343059115,Selena Osborn,M,REGULAR,1982-11-20,1,Kathryn Stanton,Lorie Kennedy,1,6694845,SJS,PI,CENTRO,22904-472,,Travessa Serrano,Nova Iguaçu,4125,PE,93905453842,B,1980-04-12,2021-03-10,/9j/4TyoRXhpZgAASUkqAAgAAAAOACWIBAABAAAALhcAABABAgAGAAAAtgAAAA4BAgAFAAAAvAAAABIBAwABAAAACAAAADIBAgAUAAAAwQAAAAABBAABAAAAAAoAABMCAwABAAAAAQAAACgBAwABAAAAAgAAAAEBBAABAAAAgAcAABsBBQABAAAA1QAAADEBAgAIAAAA3QAAAGmHBAABAAAA8gAAABoBBQABAAAA5QAAAA8BAgAFAAAA7QAAAHsXAABaMDBBRABKcGVnADIwMTc6MDY6MjggMTY6NDE6MDEASAAAAAEAAABBbmRyb2lkAEgAAAABAAAAQVNVUwAjAAGgAwABAAAAAQAAAASQAgAUAAAAnAIAAJ2CBQABAAAAsAIAAAqSBQABAAAAuAIAAAKSBQABAAAAwAIAAAiSAwABAAAAAAAAAAKkAwABAAAAAAAAAJKSAgAEAAAAMzA0AAOgBAABAAAAgAcAAAWSBQABAAAAyAIAAAakAwABAAAAAAAAAJGSAgAEAAAAMzA0AASkBQABAAAA0AIAAAmkAwABAAAAAAAAACKIAwABAAAAAgAAAAqkAwABAAAAAAAAAAOk
